 ID, FPL Name, Player ID, Full Name, Team, Availability, Position, Current Price, Value Season, Cost Change from Start, Percentage Selected By, Transfers In, Transfers Out, Total Points,  Points Per Game, Minutes, Goals Scored, Assists, Clean Sheets, Goals Conceded, Own Goals, Penalties Saved, Penalties Missed, Yellow Cards, Red Cards, Saves, Bonus Points, Bonus Point System Score, Influence, Creativity, Threat,  ICT Index,
            70,        Mousset,        178304,        Lys Mousset,Sheffield United,Available,        4,        50,        7.4,        0,        2.3,        165524,        50287,        37,        4.1,        348,        3,        3,        1,        2,        0,        0,        0,        0,        0,        0,        5,        131,        164.8,        63.4,        212.0,        44.2,    
            291,        Stevens,        63426,        Enda Stevens,Sheffield United,Available,        2,        51,        10.0,        1,        2.4,        177522,        47236,        51,        4.2,        1080,        0,        2,        5,        9,        0,        0,        0,        1,        0,        0,        4,        240,        214.2,        173.1,        106.0,        49.3,    
            292,        Freeman,        87121,        Kieron Freeman,Sheffield United,Available,        2,        43,        0.0,        -2,        0.1,        1962,        7579,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            293,        O'Connell,        146610,        Jack O'Connell,Sheffield United,Available,        2,        46,        10.2,        1,        2.0,        139489,        33996,        47,        3.9,        1080,        0,        1,        5,        9,        0,        0,        0,        2,        0,        0,        4,        223,        217.4,        87.7,        110.0,        41.5,    
            294,        Baldock,        82691,        George Baldock,Sheffield United,Available,        2,        45,        11.3,        0,        1.8,        134886,        33426,        51,        4.2,        1080,        1,        1,        5,        9,        0,        0,        0,        3,        0,        0,        3,        192,        201.2,        117.7,        105.0,        42.4,    
            295,        Egan,        108416,        John Egan,Sheffield United,Available,        2,        45,        10.0,        0,        0.4,        19916,        10812,        45,        3.8,        1068,        0,        0,        5,        9,        0,        0,        0,        0,        0,        0,        3,        216,        214.0,        3.2,        38.0,        25.6,    
            296,        Stearman,        18832,        Richard Stearman,Sheffield United,Available,        2,        40,        0.0,        0,        2.5,        73811,        93928,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            297,        Lundstram,        153723,        John Lundstram,Sheffield United,Available,        2,        49,        14.6,        9,        41.9,        2541238,        273947,        70,        5.8,        1048,        3,        1,        5,        9,        0,        0,        0,        3,        0,        0,        10,        236,        245.6,        188.3,        205.0,        64.0,    
            298,        Sharp,        18867,        Billy Sharp,Sheffield United,Available,        4,        57,        1.9,        -3,        0.3,        49453,        93598,        11,        1.6,        178,        1,        0,        0,        2,        0,        0,        0,        0,        1,        0,        3,        41,        47.6,        68.3,        64.0,        17.9,    
            299,        Eastwood,        213280,        Jake Eastwood,Sheffield United,Joined Scunthorpe United on loan until the end of the season on 5/7. - Expected back 01 Jul,        1,        43,        0.0,        -2,        0.1,        1590,        11178,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            300,        Duffy,        59614,        Mark Duffy,Sheffield United,Joined Stoke City on loan until the end of the season on 8/8. - Expected back 01 Jul,        3,        53,        0.0,        -2,        0.0,        175,        4914,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
